"REF_DATE","GEO","DGUID","Sector","Fare type group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-01","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","x","","t","2"
"2009-01","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","317.60","","","","2"
"2009-01","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3504.60","E","","t","2"
"2009-01","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","411.30","","","t","2"
"2009-01","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","315.40","","","t","2"
"2009-01","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2009-04","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","222.90","","","","2"
"2009-04","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","","F","","t","2"
"2009-04","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","268.60","","","t","2"
"2009-04","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","221.30","","","t","2"
"2009-04","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2009-04","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","170.70","","","","2"
"2009-04","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","","F","","t","2"
"2009-04","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","252.60","","","t","2"
"2009-04","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","167.50","","","t","2"
"2009-04","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","29.50","E","","t","2"
"2009-04","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","132.20","","","","2"
"2009-04","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","","F","","t","2"
"2009-04","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","201.10","","","t","2"
"2009-04","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","129.70","","","t","2"
"2009-04","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","23.40","E","","t","2"
"2009-04","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","","x","","","2"
"2009-04","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","","x","","t","2"
"2009-04","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","","x","","t","2"
"2009-04","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","","x","","t","2"
"2009-04","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","x","","t","2"
"2009-04","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","312.90","","","","2"
"2009-04","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3220.30","E","","t","2"
"2009-04","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","353.60","","","t","2"
"2009-04","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","311.90","","","t","2"
"2009-04","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2009-07","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","239.20","","","","2"
"2009-07","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","3281.40","E","","t","2"
"2009-07","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","279.40","","","t","2"
"2009-07","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","238.20","","","t","2"
"2009-07","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2009-07","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","175.70","","","","2"
"2009-07","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","1848.60","","","t","2"
"2009-07","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","271.20","","","t","2"
"2009-07","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","172.20","","","t","2"
"2009-07","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","18.90","E","","t","2"
"2009-07","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","132.00","","","","2"
"2009-07","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","941.80","E","","t","2"
"2009-07","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","210.40","","","t","2"
"2009-07","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","129.40","","","t","2"
"2009-07","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","16.20","E","","t","2"
"2009-07","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","","x","","","2"
"2009-07","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","","x","","t","2"
"2009-07","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","","x","","t","2"
"2009-07","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","","x","","t","2"
"2009-07","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","x","","t","2"
"2009-07","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","356.40","","","","2"
"2009-07","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3970.50","E","","t","2"
"2009-07","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","348.00","","","t","2"
"2009-07","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","356.50","","","t","2"
"2009-07","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2009-10","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","229.20","","","","2"
"2009-10","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","3155.20","E","","t","2"
"2009-10","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","279.80","","","t","2"
"2009-10","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","227.20","","","t","2"
"2009-10","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2009-10","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","175.80","","","","2"
"2009-10","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","1871.40","E","","t","2"
"2009-10","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","248.80","","","t","2"
"2009-10","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","173.20","","","t","2"
"2009-10","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","24.60","E","","t","2"
"2009-10","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","137.00","","","","2"
"2009-10","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","","F","","t","2"
"2009-10","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","199.40","","","t","2"
"2009-10","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","134.80","","","t","2"
"2009-10","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","28.90","E","","t","2"
"2009-10","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","","x","","","2"
"2009-10","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","","x","","t","2"
"2009-10","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","","x","","t","2"
"2009-10","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","","x","","t","2"
"2009-10","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","x","","t","2"
"2009-10","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","318.10","","","","2"
"2009-10","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3415.40","E","","t","2"
"2009-10","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","379.40","","","t","2"
"2009-10","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","315.40","","","t","2"
"2009-10","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2010-01","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","235.50","","","","2"
"2010-01","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","3223.20","E","","t","2"
"2010-01","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","293.30","","","t","2"
"2010-01","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","232.10","","","t","2"
"2010-01","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2010-01","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","171.40","","","","2"
"2010-01","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","1648.10","E","","t","2"
"2010-01","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","238.10","","","t","2"
"2010-01","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","168.60","","","t","2"
"2010-01","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","","F","","t","2"
"2010-01","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","132.10","","","","2"
"2010-01","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","863.80","E","","t","2"
"2010-01","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","193.50","","","t","2"
"2010-01","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","129.60","","","t","2"
"2010-01","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","","F","","t","2"
"2010-01","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","","x","","","2"
"2010-01","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","","x","","t","2"
"2010-01","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","","x","","t","2"
"2010-01","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","","x","","t","2"
"2010-01","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","x","","t","2"
"2010-01","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","315.40","","","","2"
"2010-01","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3389.50","E","","t","2"
"2010-01","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","406.40","","","t","2"
"2010-01","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","310.10","","","t","2"
"2010-01","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2010-04","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","234.80","","","","2"
"2010-04","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","3246.70","E","","t","2"
"2010-04","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","280.60","","","t","2"
"2010-04","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","232.30","","","t","2"
"2010-04","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2010-04","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","179.10","","","","2"
"2010-04","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","","F","","t","2"
"2010-04","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","258.00","","","t","2"
"2010-04","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","175.70","","","t","2"
"2010-04","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","","F","","t","2"
"2010-04","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","138.60","","","","2"
"2010-04","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","","F","","t","2"
"2010-04","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","203.50","","","t","2"
"2010-04","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","136.10","","","t","2"
"2010-04","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","","F","","t","2"
"2010-04","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","","x","","","2"
"2010-04","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","","x","","t","2"
"2010-04","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","","x","","t","2"
"2010-04","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","","x","","t","2"
"2010-04","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","x","","t","2"
"2010-04","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","319.40","","","","2"
"2010-04","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3394.50","E","","t","2"
"2010-04","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","355.00","","","t","2"
"2010-04","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","316.20","","","t","2"
"2010-04","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2010-07","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","257.20","","","","2"
"2010-07","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","3297.50","E","","t","2"
"2010-07","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","289.20","","","t","2"
"2010-07","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","255.00","","","t","2"
"2010-07","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2010-07","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","187.90","","","","2"
"2010-07","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","2004.20","E","","t","2"
"2010-07","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","277.70","","","t","2"
"2010-07","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","183.90","","","t","2"
"2010-07","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","","F","","t","2"
"2010-07","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","142.10","","","","2"
"2010-07","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","","F","","t","2"
"2010-07","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","201.30","","","t","2"
"2010-07","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","139.70","","","t","2"
"2010-07","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","","F","","t","2"
"2010-07","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","219.50","","","","2"
"2010-07","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","2077.00","E","","t","2"
"2010-07","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","324.70","","","t","2"
"2010-07","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","214.50","","","t","2"
"2010-07","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","F","","t","2"
"2010-07","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","364.70","","","","2"
"2010-07","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3475.60","E","","t","2"
"2010-07","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","346.80","","","t","2"
"2010-07","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","362.20","","","t","2"
"2010-07","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2010-10","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","245.00","","","","2"
"2010-10","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","3576.80","E","","t","2"
"2010-10","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","292.00","","","t","2"
"2010-10","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","242.10","","","t","2"
"2010-10","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2010-10","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","190.30","","","","2"
"2010-10","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","2307.10","E","","t","2"
"2010-10","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","256.00","","","t","2"
"2010-10","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","187.30","","","t","2"
"2010-10","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","","F","","t","2"
"2010-10","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","147.70","","","","2"
"2010-10","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","","F","","t","2"
"2010-10","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","195.60","","","t","2"
"2010-10","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","145.70","","","t","2"
"2010-10","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","","F","","t","2"
"2010-10","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","230.50","","","","2"
"2010-10","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","2401.60","E","","t","2"
"2010-10","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","308.30","","","t","2"
"2010-10","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","226.80","","","t","2"
"2010-10","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","F","","t","2"
"2010-10","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","326.10","","","","2"
"2010-10","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3810.30","E","","t","2"
"2010-10","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","378.60","","","t","2"
"2010-10","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","322.10","","","t","2"
"2010-10","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2011-01","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","244.90","","","","2"
"2011-01","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","3375.40","E","","t","2"
"2011-01","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","300.60","","","t","2"
"2011-01","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","242.30","","","t","2"
"2011-01","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2011-01","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","188.30","","","","2"
"2011-01","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","2222.00","E","","t","2"
"2011-01","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","238.60","","","t","2"
"2011-01","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","186.00","","","t","2"
"2011-01","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","","F","","t","2"
"2011-01","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","147.20","","","","2"
"2011-01","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","","F","","t","2"
"2011-01","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","186.60","","","t","2"
"2011-01","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","145.50","","","t","2"
"2011-01","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","","F","","t","2"
"2011-01","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","229.80","","","","2"
"2011-01","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","2336.20","E","","t","2"
"2011-01","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","291.70","","","t","2"
"2011-01","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","226.90","","","t","2"
"2011-01","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","F","","t","2"
"2011-01","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","303.80","","","","2"
"2011-01","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","3711.40","E","","t","2"
"2011-01","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","400.20","","","t","2"
"2011-01","Canada","2016A000011124","International","Discounted","Dollars","81","units ","0","v53508640","1.5.4","300.00","","","t","2"
"2011-01","Canada","2016A000011124","International","Other fares","Dollars","81","units ","0","v53508641","1.5.5","","F","","t","2"
"2011-04","Canada","2016A000011124","Domestic and international","All fare groups","Dollars","81","units ","0","v53508617","1.1.1","248.60","","","","2"
"2011-04","Canada","2016A000011124","Domestic and international","Business class","Dollars","81","units ","0","v53508618","1.1.2","3587.00","E","","t","2"
"2011-04","Canada","2016A000011124","Domestic and international","Economy","Dollars","81","units ","0","v53508619","1.1.3","291.20","","","t","2"
"2011-04","Canada","2016A000011124","Domestic and international","Discounted","Dollars","81","units ","0","v53508620","1.1.4","246.30","","","t","2"
"2011-04","Canada","2016A000011124","Domestic and international","Other fares","Dollars","81","units ","0","v53508621","1.1.5","","F","","t","2"
"2011-04","Canada","2016A000011124","Domestic","All fare groups","Dollars","81","units ","0","v53508622","1.2.1","195.80","","","","2"
"2011-04","Canada","2016A000011124","Domestic","Business class","Dollars","81","units ","0","v53508623","1.2.2","2183.40","E","","t","2"
"2011-04","Canada","2016A000011124","Domestic","Economy","Dollars","81","units ","0","v53508624","1.2.3","264.60","","","t","2"
"2011-04","Canada","2016A000011124","Domestic","Discounted","Dollars","81","units ","0","v53508625","1.2.4","192.60","","","t","2"
"2011-04","Canada","2016A000011124","Domestic","Other fares","Dollars","81","units ","0","v53508626","1.2.5","","F","","t","2"
"2011-04","Canada","2016A000011124","Short-haul","All fare groups","Dollars","81","units ","0","v53508627","1.3.1","150.80","","","","2"
"2011-04","Canada","2016A000011124","Short-haul","Business class","Dollars","81","units ","0","v53508628","1.3.2","","F","","t","2"
"2011-04","Canada","2016A000011124","Short-haul","Economy","Dollars","81","units ","0","v53508629","1.3.3","199.50","","","t","2"
"2011-04","Canada","2016A000011124","Short-haul","Discounted","Dollars","81","units ","0","v53508630","1.3.4","148.80","","","t","2"
"2011-04","Canada","2016A000011124","Short-haul","Other fares","Dollars","81","units ","0","v53508631","1.3.5","","F","","t","2"
"2011-04","Canada","2016A000011124","Long-haul","All fare groups","Dollars","81","units ","0","v53508632","1.4.1","233.90","","","","2"
"2011-04","Canada","2016A000011124","Long-haul","Business class","Dollars","81","units ","0","v53508633","1.4.2","2255.70","E","","t","2"
"2011-04","Canada","2016A000011124","Long-haul","Economy","Dollars","81","units ","0","v53508634","1.4.3","315.60","","","t","2"
"2011-04","Canada","2016A000011124","Long-haul","Discounted","Dollars","81","units ","0","v53508635","1.4.4","229.90","","","t","2"
"2011-04","Canada","2016A000011124","Long-haul","Other fares","Dollars","81","units ","0","v53508636","1.4.5","","F","","t","2"
"2011-04","Canada","2016A000011124","International","All fare groups","Dollars","81","units ","0","v53508637","1.5.1","318.30","","","","2"
"2011-04","Canada","2016A000011124","International","Business class","Dollars","81","units ","0","v53508638","1.5.2","4018.50","E","","t","2"
"2011-04","Canada","2016A000011124","International","Economy","Dollars","81","units ","0","v53508639","1.5.3","365.80","","","t","2"
