"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Vancouver","","Dollars","81","units ","0","v812680","11","192.30","","","","2"
"2017","Canada","2016A000011124","Dollars","81","units ","0","v812679","1","168.30","","","","2"
"2017","Halifax","","Dollars","81","units ","0","v812689","2","158.90","","","","2"
"2017","Montréal","","Dollars","81","units ","0","v812688","3","160.90","","","","2"
"2017","Ottawa","","Dollars","81","units ","0","v812687","4","160.60","","","","2"
"2017","Toronto","","Dollars","81","units ","0","v812686","5","193.20","","","","2"
"2017","Winnipeg","","Dollars","81","units ","0","v812685","6","169.50","","","","2"
"2017","Saskatoon","","Dollars","81","units ","0","v812684","7","150.10","","","","2"
"2017","Regina","","Dollars","81","units ","0","v812683","8","159.00","","","","2"
"2017","Calgary","","Dollars","81","units ","0","v812682","9","162.90","","","","2"
"2017","Edmonton","","Dollars","81","units ","0","v812681","10","","x","","","2"
"2017","Vancouver","","Dollars","81","units ","0","v812680","11","193.40","","","","2"
"2018","Canada","2016A000011124","Dollars","81","units ","0","v812679","1","164.90","","","","2"
"2018","Halifax","","Dollars","81","units ","0","v812689","2","158.50","","","","2"
"2018","Montréal","","Dollars","81","units ","0","v812688","3","163.60","","","","2"
"2018","Ottawa","","Dollars","81","units ","0","v812687","4","162.20","","","","2"
"2018","Toronto","","Dollars","81","units ","0","v812686","5","190.60","","","","2"
"2018","Winnipeg","","Dollars","81","units ","0","v812685","6","167.10","","","","2"
"2018","Saskatoon","","Dollars","81","units ","0","v812684","7","147.20","","","","2"
"2018","Regina","","Dollars","81","units ","0","v812683","8","156.70","","","","2"
"2018","Calgary","","Dollars","81","units ","0","v812682","9","154.30","","","","2"
"2018","Edmonton","","Dollars","81","units ","0","v812681","10","150.30","","","","2"
"2018","Vancouver","","Dollars","81","units ","0","v812680","11","187.90","","","","2"
